returned,price,discount_pct,shipping_days,late_delivery,category,device,membership,prior_returns,prior_purchases,region
1,89.46,0.23,5,1,Home,Mobile,Gold,2,14,West
0,244.74,0.33,2,0,Electronics,Mobile,Silver,0,9,S
0,195.28,0.08,1,0,Electronics,Mobile,Gold,0,1,MW
1,28.21,0.18,3,0,Apparel,Mobile,Gold,2,44,S
0,253.31,0.25,5,0,Electronics,Desktop,None,0,13,West
0,32.95,0.27,4,0,Apparel,Mobile,Silver,0,7,West
1,78.43,0.06,1,1,Shoes,Desktop,Gold,2,16,NE
1,103.67,0.14,5,0,Shoes,Mobile,None,0,1,MW
0,70.92,0.2,4,0,Apparel,Mobile,Silver,1,12,S
0,50.89,0.3,1,0,Apparel,Desktop,Silver,0,4,S
0,55.43,0.31,2,0,Apparel,Mobile,None,0,2,MW
1,57.93,0.23,3,0,Shoes,Mobile,None,0,2,NE
0,171.67,0.23,3,1,Home,Mobile,Gold,0,5,S
0,60.23,0.36,4,0,Apparel,Mobile,None,1,4,West
1,240.01,0.14,4,1,Electronics,Mobile,Gold,1,17,West
1,55.41,0.17,3,0,Beauty,Desktop,None,0,1,S
0,59.82,0,4,1,Shoes,Mobile,Gold,0,5,MW
0,123.43,0.2,2,0,Home,Mobile,Silver,2,7,S
0,41.36,0.31,2,0,Beauty,Mobile,Gold,1,9,MW
0,211.44,0,3,0,Home,Mobile,Gold,0,7,NE
0,113.56,0.13,2,0,Shoes,Desktop,None,0,0,MW
1,64.85,0.28,4,0,Beauty,Desktop,None,0,3,S
0,267.78,0,2,0,Electronics,Desktop,None,0,0,MW
1,176.39,0,5,1,Electronics,Desktop,Silver,1,3,S
0,109.99,0.15,3,0,Home,Desktop,Silver,0,2,MW
0,50.34,0.44,4,0,Apparel,Mobile,None,0,1,S
0,35.32,0.24,5,0,Beauty,Desktop,Gold,0,6,S
0,31.39,0.22,5,0,Beauty,Mobile,Silver,0,5,S
0,122.39,0.17,3,0,Home,Desktop,Gold,0,2,West
0,137,0.25,5,1,Home,Mobile,None,0,2,West
0,33.73,0.17,2,0,Apparel,Mobile,Silver,0,6,MW
0,54.45,0.13,3,0,Apparel,Desktop,Silver,1,8,S
0,116.57,0.25,3,0,Home,Mobile,None,0,2,West
1,144.63,0.05,3,0,Electronics,Desktop,None,0,2,West
0,32.99,0.08,3,0,Apparel,Desktop,None,0,2,MW
0,24.98,0.21,2,1,Apparel,Desktop,Silver,1,9,NE
0,62.5,0.24,1,1,Apparel,Mobile,Silver,0,1,S
0,61.65,0.31,3,0,Beauty,Desktop,None,0,3,NE
1,131.59,0.21,3,1,Home,Desktop,None,0,2,MW
1,29.74,0.21,6,1,Beauty,Desktop,Silver,0,8,S
0,208.74,0.14,2,0,Electronics,Mobile,Silver,0,7,NE
0,164.33,0.18,3,0,Home,Desktop,Gold,0,9,NE
0,35.73,0.15,1,0,Apparel,Desktop,Gold,1,11,West
0,43.67,0.1,4,0,Beauty,Mobile,Gold,0,9,West
0,88.09,0.1,3,0,Home,Desktop,None,0,1,NE
0,157.59,0.13,3,0,Home,Desktop,Silver,0,2,West
1,518.75,0.25,1,0,Electronics,Mobile,Silver,0,2,NE
1,27.17,0.17,1,0,Apparel,Desktop,Gold,0,11,S
0,153.05,0.04,2,0,Home,Mobile,None,0,0,S
0,78.72,0.13,4,0,Shoes,Desktop,None,0,1,S
0,51.9,0.36,4,1,Apparel,Desktop,Gold,0,4,MW
0,120.26,0.21,2,0,Home,Mobile,None,0,0,West
0,279.05,0.19,2,0,Electronics,Mobile,Gold,1,5,MW
0,22.45,0.2,4,1,Beauty,Mobile,Gold,0,4,West
1,147.64,0.21,1,0,Home,Mobile,None,1,2,NE
1,43.9,0.26,4,0,Beauty,Desktop,Silver,0,4,S
0,28.47,0.22,4,1,Apparel,Mobile,Gold,2,3,West
0,268.65,0.03,5,1,Electronics,Mobile,None,0,2,MW
0,129.09,0.08,4,0,Home,Mobile,None,0,2,NE
1,48.36,0.23,4,0,Apparel,Desktop,None,0,4,S
0,58.66,0.29,3,0,Apparel,Mobile,None,2,11,S
0,128.28,0,3,0,Home,Desktop,Gold,0,3,NE
0,90.09,0.26,4,0,Shoes,Desktop,Silver,0,3,S
0,37.82,0.27,4,0,Apparel,Desktop,None,0,0,S
0,40.9,0.08,5,1,Apparel,Mobile,None,0,16,West
0,106.32,0.05,3,0,Shoes,Desktop,Gold,0,0,West
0,27.95,0.19,5,0,Beauty,Desktop,None,0,0,S
1,119.8,0.17,5,1,Electronics,Desktop,Gold,0,14,West
0,302.1,0,5,0,Electronics,Mobile,None,0,5,MW
0,109.35,0.08,4,0,Home,Mobile,Gold,0,5,MW
0,42.32,0.22,1,0,Apparel,Mobile,Gold,0,10,NE
0,110.47,0.31,5,1,Home,Desktop,None,0,2,S
0,150.81,0.09,6,0,Electronics,Desktop,None,0,3,MW
1,108.01,0.05,3,0,Shoes,Mobile,Silver,1,3,NE
0,371.06,0,3,0,Electronics,Desktop,Silver,0,3,MW
0,157.12,0.07,2,0,Electronics,Mobile,Gold,1,7,West
0,184.96,0.16,2,0,Home,Desktop,Gold,0,2,NE
0,51.82,0.15,2,0,Apparel,Mobile,None,1,6,NE
0,259.87,0.16,2,0,Electronics,Mobile,None,0,2,S
0,161.64,0.15,4,1,Home,Desktop,None,1,0,S
0,133.79,0.26,5,1,Electronics,Mobile,None,0,1,West
0,36.91,0.1,2,0,Beauty,Desktop,None,0,1,NE
0,41.15,0.29,2,1,Apparel,Mobile,Gold,1,10,West
1,66.26,0.4,5,0,Apparel,Mobile,Silver,1,6,S
0,43.18,0.26,1,0,Shoes,Desktop,None,0,9,MW
1,61.64,0.21,3,1,Shoes,Desktop,None,0,2,NE
1,97.78,0,2,0,Home,Desktop,Silver,0,4,NE
0,169.31,0.09,3,1,Electronics,Mobile,None,0,3,S
0,94.5,0.16,1,0,Shoes,Mobile,Silver,0,3,NE
0,24.81,0.21,5,1,Beauty,Desktop,None,0,2,West
0,80.73,0.16,2,0,Shoes,Desktop,Silver,0,2,NE
0,19.7,0.21,4,1,Beauty,Desktop,Silver,0,12,West
1,219.91,0.1,2,1,Electronics,Mobile,None,0,0,MW
0,163.96,0.03,3,0,Electronics,Desktop,Gold,0,4,MW
0,199.48,0.11,2,0,Electronics,Desktop,None,0,1,S
0,35.5,0.29,1,0,Beauty,Mobile,Gold,0,7,NE
1,36.43,0.26,4,0,Apparel,Desktop,None,0,3,S
0,23.23,0.12,1,0,Apparel,Mobile,Gold,1,9,MW
0,316.11,0.09,3,0,Electronics,Mobile,Gold,1,13,West
0,95.14,0.22,2,1,Shoes,Desktop,Silver,0,4,MW
0,42.11,0.08,2,0,Apparel,Desktop,Gold,0,12,MW
0,24.62,0.34,4,0,Apparel,Desktop,None,0,3,MW
1,26.36,0.27,3,0,Beauty,Desktop,None,0,5,MW
0,184.64,0.22,3,0,Home,Mobile,None,0,1,S
0,80.45,0,5,0,Home,Desktop,None,1,1,West
0,32.63,0.22,3,1,Apparel,Mobile,None,0,1,NE
0,97.09,0.27,5,1,Home,Desktop,Silver,1,6,West
0,225.69,0.25,4,1,Home,Mobile,None,0,2,West
1,51.98,0.16,4,0,Apparel,Mobile,Silver,0,5,S
0,26.76,0.22,2,0,Beauty,Desktop,None,0,8,NE
1,134.43,0.31,2,0,Home,Mobile,None,3,19,NE
0,73.68,0.04,3,0,Shoes,Desktop,Gold,1,12,West
0,256.59,0.11,2,0,Electronics,Desktop,Gold,0,9,S
0,56.34,0.19,3,0,Beauty,Desktop,Gold,1,7,MW
0,194.76,0.1,3,0,Electronics,Desktop,Gold,0,33,S
0,72.39,0.26,3,0,Shoes,Desktop,Silver,0,13,West
0,27.53,0.22,1,0,Beauty,Mobile,Gold,3,36,S
0,135.29,0.11,2,0,Home,Desktop,Silver,0,25,West
0,380.11,0.05,3,0,Electronics,Desktop,Silver,0,2,NE
0,24.68,0.14,1,0,Apparel,Desktop,None,0,2,NE
1,42.2,0.28,1,0,Apparel,Mobile,Gold,0,12,West
1,26.15,0,3,0,Beauty,Desktop,Silver,1,7,S
0,165.96,0.11,4,0,Electronics,Mobile,None,1,1,NE
1,342.03,0.1,3,1,Electronics,Desktop,Gold,2,12,S
1,28.76,0.12,2,1,Apparel,Mobile,Gold,0,9,NE
0,102.36,0.32,2,0,Apparel,Mobile,Gold,0,4,NE
0,44.47,0.15,5,1,Shoes,Mobile,Silver,1,8,West
0,75,0.11,2,0,Shoes,Desktop,None,0,1,NE
1,83.51,0.19,2,0,Shoes,Mobile,None,0,2,NE
0,405.32,0.17,2,0,Electronics,Mobile,Gold,2,4,S
1,105.38,0.12,2,0,Shoes,Desktop,Silver,0,3,S
0,33,0.27,6,0,Beauty,Mobile,None,0,1,West
1,38.6,0.26,4,0,Apparel,Mobile,Gold,2,5,MW
1,34.97,0.3,5,1,Beauty,Mobile,None,0,3,S
0,37.07,0.12,3,0,Beauty,Mobile,None,0,2,MW
1,52.53,0.18,5,1,Beauty,Mobile,None,0,0,S
0,137.89,0.23,2,0,Home,Mobile,Silver,0,2,West
0,41.65,0.31,3,0,Apparel,Mobile,Silver,0,6,West
0,44.57,0.1,5,1,Beauty,Desktop,Silver,0,3,West
0,61.92,0.2,2,0,Beauty,Mobile,None,0,3,NE
1,107.77,0,2,0,Shoes,Mobile,None,1,4,MW
0,44.24,0.16,2,0,Beauty,Mobile,None,0,4,NE
1,100.14,0.18,3,0,Shoes,Mobile,None,0,5,MW
1,85.15,0.16,5,1,Shoes,Desktop,None,1,5,S
0,547.78,0.05,1,0,Electronics,Desktop,Silver,0,3,NE
0,35.12,0.21,3,0,Apparel,Mobile,Silver,1,8,MW
0,50.46,0.13,5,1,Apparel,Desktop,None,0,4,MW
0,128.01,0.27,1,0,Home,Mobile,None,0,5,NE
0,20.86,0.3,3,0,Beauty,Mobile,None,0,0,MW
0,38.91,0.2,3,0,Apparel,Mobile,Gold,0,15,West
0,140.27,0.17,2,0,Home,Desktop,Gold,0,6,NE
0,30.05,0.26,2,1,Apparel,Mobile,Gold,1,21,MW
1,51.36,0.15,4,1,Apparel,Mobile,None,1,2,NE
0,230.95,0.1,3,0,Home,Mobile,Gold,0,7,MW
1,56.86,0.21,4,1,Beauty,Mobile,None,0,3,S
0,152.29,0.06,3,0,Home,Mobile,Silver,0,6,MW
0,69.3,0.23,3,0,Shoes,Desktop,None,0,2,S
1,242.79,0.12,5,0,Electronics,Desktop,Silver,0,5,West
0,32.11,0.22,3,0,Beauty,Mobile,None,1,4,MW
0,70.79,0.09,5,0,Apparel,Mobile,Gold,0,5,S
0,128.19,0,3,1,Home,Desktop,None,0,3,NE
0,42.06,0.07,2,0,Apparel,Desktop,Gold,0,11,MW
0,86.8,0.18,3,0,Shoes,Mobile,Gold,1,20,West
0,422.13,0.09,3,0,Electronics,Desktop,Gold,0,4,S
1,94.83,0.25,6,1,Home,Mobile,None,0,3,West
0,91.19,0.27,3,1,Home,Desktop,None,0,3,NE
0,43.71,0.24,1,0,Beauty,Desktop,Gold,0,4,NE
1,11.94,0.22,1,1,Beauty,Mobile,Gold,0,18,NE
0,82.49,0.22,3,0,Shoes,Mobile,Gold,0,3,S
1,204.5,0.15,2,0,Home,Desktop,Silver,0,5,MW
0,125.89,0.04,4,0,Electronics,Desktop,None,0,3,MW
1,59.96,0.07,3,1,Home,Mobile,None,0,1,NE
0,58.68,0.27,4,0,Apparel,Desktop,None,0,0,NE
0,116.31,0.13,3,0,Home,Desktop,Gold,1,31,West
0,51.44,0.32,1,1,Apparel,Mobile,Gold,1,18,NE
0,26.89,0.37,3,0,Beauty,Desktop,None,0,4,NE
0,36.3,0.3,2,0,Beauty,Mobile,Gold,0,9,MW
0,248.44,0,4,1,Electronics,Desktop,Silver,0,3,S
0,60.78,0.23,3,1,Apparel,Desktop,Silver,0,4,S
0,35.66,0.28,2,0,Beauty,Mobile,Gold,0,14,NE
1,52.1,0.24,5,1,Apparel,Desktop,None,0,5,West
0,114.92,0.07,5,0,Home,Desktop,Gold,0,20,S
0,36.7,0.25,2,0,Apparel,Desktop,Gold,1,10,MW
0,294.41,0,1,0,Electronics,Desktop,Silver,0,4,NE
0,292.92,0.22,4,0,Electronics,Mobile,None,1,10,NE
1,93.62,0.11,4,0,Shoes,Desktop,None,1,2,NE
0,59.56,0.18,3,1,Apparel,Mobile,Silver,0,5,S
1,42.95,0.08,3,0,Beauty,Desktop,Gold,2,7,S
0,162.61,0.08,2,0,Electronics,Mobile,Silver,0,12,NE
1,50.28,0.12,3,0,Beauty,Mobile,Silver,1,12,MW
1,117.56,0.09,4,0,Home,Desktop,Gold,0,1,MW
0,50.15,0.28,3,0,Shoes,Mobile,None,1,7,S
1,73.61,0.28,2,1,Apparel,Desktop,Gold,1,6,MW
0,120.81,0.08,2,0,Home,Desktop,Gold,0,7,West
0,115.27,0.17,3,0,Home,Desktop,None,0,6,NE
0,63.99,0.25,4,0,Apparel,Desktop,Gold,1,14,S
0,48.02,0.24,3,0,Apparel,Mobile,None,1,2,MW
1,244.23,0.1,4,0,Electronics,Desktop,None,1,0,West
0,31.18,0.31,3,0,Apparel,Mobile,Gold,0,20,S
0,379.59,0.18,1,0,Electronics,Mobile,Gold,0,13,West
0,433.62,0.21,3,0,Electronics,Mobile,Silver,2,7,S
1,253.71,0.2,5,0,Electronics,Mobile,None,1,0,NE
0,36.65,0.09,4,0,Apparel,Desktop,None,1,0,MW
0,148.85,0.02,2,0,Home,Mobile,None,0,2,NE
0,70.65,0.28,3,1,Apparel,Desktop,Silver,0,8,NE
1,94.95,0.22,2,0,Shoes,Mobile,Silver,0,10,NE
1,326.28,0.09,1,0,Home,Desktop,Silver,0,6,West
0,25.24,0.29,4,0,Beauty,Mobile,None,0,3,NE
1,71.86,0.17,3,1,Home,Mobile,None,0,2,S
0,81.79,0.39,3,1,Apparel,Mobile,Gold,1,12,West
0,60.92,0.29,4,0,Shoes,Desktop,Silver,1,6,West
0,40.09,0.24,2,0,Apparel,Desktop,None,0,2,NE
0,394.23,0.21,6,0,Electronics,Desktop,None,0,3,West
0,52.95,0.16,2,0,Apparel,Mobile,Silver,0,10,NE
0,44.89,0.21,3,0,Apparel,Mobile,Gold,0,5,MW
0,164.81,0.09,3,0,Electronics,Desktop,Gold,0,6,S
0,36.27,0.31,4,0,Apparel,Desktop,Gold,0,8,West
1,42.33,0.53,3,1,Apparel,Mobile,None,0,1,MW
1,85.99,0.16,4,0,Home,Mobile,Gold,0,10,NE
0,29.61,0.2,4,1,Beauty,Mobile,Silver,0,8,West
0,96.88,0.23,1,0,Home,Mobile,None,0,2,NE
1,196.13,0.07,4,0,Electronics,Mobile,None,0,2,S
0,36.41,0.51,3,0,Apparel,Mobile,Gold,0,7,MW
1,30.63,0.21,5,1,Apparel,Mobile,Silver,0,0,MW
0,184.89,0.04,2,0,Home,Desktop,Silver,0,4,MW
0,165.44,0.06,4,1,Home,Mobile,None,0,2,MW
0,130.16,0.07,6,1,Home,Mobile,None,0,0,West
1,112.54,0.12,4,0,Shoes,Mobile,Gold,1,8,West
0,80.37,0.24,3,0,Home,Mobile,None,1,3,NE
0,150,0.16,3,1,Home,Desktop,Silver,1,1,S
1,66.29,0.35,4,1,Beauty,Desktop,Silver,0,7,MW
0,44.27,0.25,1,0,Apparel,Desktop,Gold,1,11,MW
1,120.21,0.34,3,0,Shoes,Desktop,Silver,1,4,S
0,29.61,0.09,4,0,Apparel,Desktop,None,0,1,MW
0,33.17,0.28,3,0,Apparel,Mobile,Gold,1,30,NE
1,75.69,0.3,2,0,Home,Mobile,Gold,1,13,MW
0,25.45,0.29,4,0,Apparel,Desktop,Gold,0,9,West
1,57.68,0.05,4,0,Home,Mobile,None,0,1,MW
1,31.36,0.19,4,1,Beauty,Mobile,Silver,0,3,MW
0,235.04,0.19,1,1,Electronics,Mobile,None,0,1,MW
1,155.51,0.21,2,0,Electronics,Desktop,None,0,2,S
1,42.76,0.18,4,1,Apparel,Mobile,None,0,2,S
0,54.58,0.16,4,0,Apparel,Mobile,None,0,2,S
0,117.76,0.26,3,0,Electronics,Mobile,Silver,0,15,S
0,75.09,0.39,3,1,Home,Mobile,None,0,1,MW
0,218.69,0.21,5,1,Electronics,Mobile,None,0,1,S
1,133.6,0.14,4,1,Home,Mobile,Silver,0,2,MW
1,108.35,0.16,2,0,Home,Desktop,Gold,2,22,S
0,147.45,0,1,0,Electronics,Desktop,Gold,2,6,MW
0,224.91,0.06,4,1,Shoes,Mobile,None,0,3,S
0,132.65,0.25,2,0,Home,Mobile,Gold,2,15,MW
0,34.87,0.28,1,0,Beauty,Mobile,None,0,1,S
0,73.36,0.11,3,0,Beauty,Desktop,Silver,0,3,MW
1,47.82,0.25,5,1,Apparel,Mobile,None,1,5,S
0,54.89,0.4,3,0,Beauty,Desktop,Silver,0,5,West
0,26.4,0.09,6,1,Beauty,Desktop,None,0,2,West
1,24.8,0.1,2,0,Beauty,Desktop,None,0,0,MW
0,81.53,0.2,3,0,Shoes,Mobile,Silver,0,4,West
0,75.03,0.2,4,0,Shoes,Mobile,Silver,0,4,West
0,312,0.2,3,0,Electronics,Mobile,None,0,6,West
1,27.24,0.35,4,0,Apparel,Mobile,None,0,1,West
1,27.56,0.32,3,1,Beauty,Desktop,Silver,1,6,S
1,107.23,0.22,3,0,Home,Mobile,None,1,7,MW
0,109.8,0.05,1,0,Home,Mobile,Gold,0,23,West
0,38.02,0.36,3,0,Apparel,Desktop,Silver,1,10,NE
0,83.1,0.12,2,0,Shoes,Mobile,Gold,0,10,West
0,42.75,0.6,5,1,Apparel,Mobile,Gold,1,5,West
0,249.47,0.01,5,0,Electronics,Desktop,None,0,1,NE
1,39.94,0.26,2,1,Apparel,Mobile,Gold,1,10,MW
0,203.47,0.29,1,0,Electronics,Mobile,Gold,3,30,West
1,142.56,0.05,3,1,Home,Mobile,Silver,0,7,NE
0,147.36,0.06,1,0,Home,Mobile,Gold,0,3,S
1,64.38,0.3,2,1,Home,Desktop,Gold,1,24,MW
1,135.66,0.12,2,0,Electronics,Desktop,None,0,4,S
0,26.94,0.17,3,0,Beauty,Desktop,None,0,1,S
0,88.66,0.14,2,1,Home,Desktop,Gold,0,2,MW
0,34.77,0.37,4,1,Beauty,Mobile,None,0,5,West
1,66.92,0.34,3,1,Apparel,Mobile,Silver,0,4,NE
1,43.02,0.28,4,0,Beauty,Mobile,Silver,0,3,S
1,84.16,0.21,4,1,Shoes,Desktop,None,0,1,S
0,207.68,0.24,5,0,Electronics,Mobile,None,0,1,West
0,95.98,0,3,0,Shoes,Desktop,None,0,2,S
1,78.96,0.19,5,1,Shoes,Mobile,None,0,1,S
0,75.95,0.07,2,1,Apparel,Mobile,None,0,5,NE
0,285.08,0.09,3,0,Electronics,Desktop,Silver,0,3,S
0,207.87,0.09,2,1,Electronics,Mobile,None,0,2,MW
1,130.8,0.2,2,0,Home,Mobile,Silver,1,11,NE
0,57.11,0.28,2,0,Shoes,Mobile,Silver,0,2,West
0,136.36,0.16,4,0,Home,Desktop,Silver,0,3,S
0,108.46,0.38,4,0,Home,Mobile,Silver,0,1,MW
1,125.87,0.16,4,1,Electronics,Mobile,Gold,0,13,NE
0,218.16,0.15,5,0,Electronics,Desktop,None,0,3,West
0,34.13,0.04,4,1,Beauty,Desktop,Silver,1,7,West
1,76.79,0.24,4,0,Shoes,Desktop,None,0,2,S
1,84.47,0.34,1,0,Beauty,Mobile,Gold,3,19,NE
1,79.4,0.29,3,0,Apparel,Mobile,None,0,0,MW
0,82.06,0.21,1,0,Apparel,Desktop,Gold,0,8,NE
0,38.31,0.18,3,0,Apparel,Mobile,Silver,1,23,West
0,352.79,0.15,3,0,Electronics,Mobile,None,0,8,S
1,102.53,0.23,4,1,Shoes,Mobile,None,4,6,MW
0,51.88,0.36,3,0,Apparel,Mobile,Silver,0,2,S
0,243.42,0.1,5,0,Electronics,Desktop,None,1,0,MW
0,33.85,0.3,4,0,Apparel,Mobile,None,0,3,West
1,59.25,0.31,5,1,Apparel,Mobile,Silver,0,4,S
0,139.23,0.18,2,0,Home,Mobile,Silver,0,6,NE
0,202.57,0.32,4,1,Electronics,Mobile,Silver,1,2,S
0,48.38,0.23,4,1,Apparel,Mobile,Gold,2,18,West
0,25.79,0.31,1,0,Beauty,Mobile,None,0,1,MW
0,290.45,0.2,3,1,Electronics,Mobile,None,0,2,S
0,52.78,0.17,3,0,Beauty,Desktop,Silver,0,5,S
1,267.55,0.08,5,1,Electronics,Mobile,Silver,0,11,S
0,34.33,0.18,3,1,Beauty,Mobile,Gold,0,15,West
0,31.44,0.16,5,0,Beauty,Mobile,None,0,4,West
0,127.34,0,5,0,Home,Mobile,Silver,1,7,MW
1,56.77,0.4,4,0,Apparel,Mobile,None,0,8,MW
0,218.7,0.29,2,0,Electronics,Mobile,Gold,0,2,S
1,196.91,0.23,4,0,Electronics,Mobile,Gold,1,11,MW
0,32.94,0.34,4,0,Beauty,Desktop,Silver,0,1,MW
0,268.09,0.05,4,0,Electronics,Desktop,Gold,0,3,S
1,82.81,0.07,4,1,Apparel,Mobile,None,0,1,West
0,69.73,0,3,0,Beauty,Desktop,Silver,2,17,S
1,39.39,0.24,4,0,Beauty,Mobile,None,1,9,S
0,39.84,0.33,3,0,Beauty,Desktop,Silver,0,1,NE
0,42.39,0.47,3,1,Apparel,Mobile,Gold,0,11,S
0,57.08,0.26,2,0,Apparel,Mobile,None,0,2,MW
1,26.53,0.25,3,1,Beauty,Desktop,Gold,0,5,S
0,33.1,0.19,3,1,Apparel,Desktop,None,0,1,West
0,51.83,0.34,3,0,Shoes,Desktop,Silver,0,3,MW
1,215.54,0.07,6,1,Electronics,Desktop,None,0,2,S
1,95.99,0.14,5,0,Shoes,Desktop,None,0,5,West
0,54.85,0.27,3,0,Beauty,Mobile,None,1,2,S
1,172.77,0.13,3,0,Home,Mobile,None,0,4,S
0,108.35,0.18,4,1,Home,Mobile,None,0,6,MW
1,48.83,0.29,5,1,Beauty,Desktop,None,0,1,West
1,44.19,0.15,2,0,Apparel,Desktop,None,0,0,NE
0,55.87,0.4,2,0,Apparel,Desktop,Gold,0,26,S
0,153.98,0.23,5,0,Electronics,Mobile,Silver,0,3,S
0,30.41,0.23,3,0,Apparel,Mobile,Silver,0,6,NE
0,25.34,0.11,3,1,Beauty,Desktop,None,0,2,NE
0,179.15,0.07,3,1,Home,Mobile,Silver,1,21,West
0,142.53,0.1,3,0,Home,Mobile,None,0,0,S
1,148.8,0.06,5,0,Home,Desktop,Silver,1,3,West
0,85.75,0.16,4,0,Home,Desktop,Silver,0,5,S
0,25.08,0.27,3,0,Apparel,Desktop,Silver,0,1,MW
1,60.68,0.23,2,0,Shoes,Mobile,Silver,0,1,MW
0,166.13,0.14,1,1,Electronics,Desktop,None,0,6,NE
0,74.13,0.14,5,1,Apparel,Desktop,None,0,0,S
0,179.41,0.12,1,0,Home,Desktop,Gold,1,20,NE
0,177.24,0.08,3,0,Home,Desktop,None,0,1,S
1,58.86,0.11,3,1,Apparel,Mobile,None,0,3,S
0,70.49,0.26,4,1,Apparel,Desktop,Silver,0,3,S
1,30.16,0.34,5,0,Apparel,Mobile,None,0,3,West
0,50.04,0.28,4,1,Apparel,Desktop,None,0,4,West
0,258.51,0.02,1,0,Home,Mobile,None,0,5,MW
0,83.89,0.33,4,1,Home,Mobile,Gold,0,7,West
0,149.15,0.17,2,0,Electronics,Mobile,Silver,0,3,S
0,96.09,0.14,3,0,Home,Desktop,None,0,7,S
0,50.31,0.04,2,0,Shoes,Desktop,Gold,1,16,S
0,46.95,0.37,3,0,Apparel,Mobile,Silver,0,6,S
0,67.01,0.31,2,0,Shoes,Desktop,Silver,0,3,NE
0,126.26,0.36,2,0,Home,Mobile,Silver,1,5,NE
0,129.95,0.15,2,0,Home,Desktop,Gold,0,5,West
0,290.36,0.12,1,0,Electronics,Desktop,Silver,0,2,MW
0,45.26,0.22,4,0,Apparel,Mobile,Silver,0,5,MW
0,32.6,0.24,2,0,Apparel,Desktop,Gold,2,18,NE
0,114.02,0.07,1,0,Shoes,Mobile,Gold,1,8,NE
0,66.66,0.39,3,1,Shoes,Mobile,Gold,0,11,S
0,68.86,0.21,3,0,Home,Mobile,None,1,4,West
1,288.21,0.21,3,0,Electronics,Mobile,Gold,1,18,MW
0,179.38,0,4,1,Electronics,Mobile,Silver,0,2,S
0,219.21,0.28,4,0,Home,Desktop,None,1,3,MW
0,130.13,0.21,3,0,Home,Mobile,None,0,2,MW
0,34.89,0.19,3,1,Beauty,Desktop,Silver,0,2,West
1,120.07,0.12,2,1,Home,Mobile,None,0,4,S
1,86.53,0.34,5,1,Shoes,Mobile,None,2,1,West
0,31.03,0.02,5,0,Apparel,Desktop,Silver,0,3,S
0,23.62,0.21,3,0,Beauty,Desktop,Gold,0,6,S
0,138.6,0.15,4,0,Home,Mobile,None,0,3,MW
1,74.32,0.3,4,0,Home,Mobile,None,0,2,MW
1,23.46,0.31,6,1,Beauty,Mobile,None,0,1,S
0,47.14,0.05,4,0,Beauty,Desktop,None,0,2,MW
1,85.05,0.21,3,0,Shoes,Desktop,Gold,0,11,MW
0,110.2,0.38,1,0,Home,Desktop,Gold,0,13,NE
0,149.95,0.14,6,0,Home,Desktop,Gold,1,3,West
0,139.85,0.29,1,0,Home,Mobile,Silver,0,2,MW
1,52.02,0.3,2,0,Beauty,Mobile,Silver,1,2,S
0,41.7,0.19,5,1,Apparel,Mobile,Silver,0,5,S
0,156.89,0.2,2,1,Home,Mobile,Gold,0,5,NE
0,323.8,0,2,0,Electronics,Mobile,Silver,0,4,West
0,34.06,0.19,5,1,Beauty,Mobile,Silver,0,2,S
0,79.3,0.03,4,1,Shoes,Mobile,None,0,1,West
0,134.04,0,2,0,Home,Desktop,Gold,0,10,NE
0,33.88,0.29,3,0,Beauty,Mobile,Gold,0,7,NE
1,35.38,0.3,4,0,Apparel,Mobile,None,0,3,West
0,124.13,0.14,2,0,Shoes,Mobile,Silver,1,13,NE
0,280.91,0.09,3,0,Electronics,Mobile,None,0,2,S
0,47.27,0.12,3,0,Apparel,Desktop,Silver,0,5,S
0,30.43,0.17,4,0,Beauty,Mobile,Gold,0,6,West
0,61,0.33,4,0,Beauty,Desktop,None,0,4,West
0,108.33,0.2,3,1,Home,Mobile,Gold,0,6,S
1,24.08,0.39,2,0,Beauty,Mobile,None,0,1,MW
0,68.96,0.2,1,0,Apparel,Mobile,None,0,1,S
0,144.66,0.29,2,0,Home,Mobile,Silver,1,0,MW
0,35.61,0.23,3,0,Apparel,Mobile,None,0,5,NE
0,40.04,0.23,2,0,Apparel,Desktop,Silver,0,2,NE
0,54.61,0.26,5,0,Shoes,Mobile,Gold,0,8,S
1,33.6,0.36,4,1,Apparel,Desktop,None,1,3,MW
0,50.18,0.3,3,0,Apparel,Mobile,Gold,1,14,West
0,40.29,0.15,3,0,Beauty,Desktop,None,0,2,West
0,158.85,0.01,1,0,Home,Mobile,Gold,1,11,NE
0,150.53,0,4,0,Home,Mobile,Gold,1,23,West
0,27.93,0.12,4,0,Apparel,Mobile,None,0,2,S
0,163.72,0.16,2,0,Shoes,Mobile,None,0,4,West
0,141.71,0.11,4,0,Home,Mobile,Silver,2,12,West
0,136.82,0,2,0,Home,Desktop,Gold,0,4,MW
1,30.85,0.29,4,0,Apparel,Desktop,Silver,0,5,S
0,101.24,0.16,4,0,Shoes,Mobile,None,1,5,MW
0,48.34,0.19,2,0,Apparel,Mobile,Gold,0,10,NE
0,165.58,0.2,1,0,Electronics,Desktop,Silver,0,6,NE
1,58.59,0.14,2,1,Apparel,Desktop,Gold,0,15,S
1,66.17,0.16,5,0,Shoes,Mobile,Silver,0,5,West
0,101.09,0.03,1,0,Home,Desktop,Silver,0,26,NE
