sale_price,living_area,overall_qual,year_built,total_bsmt_sf,garage_area,lot_area,full_bath,bedrooms,fireplaces,total_rooms,year_remod
105,1376,5,1941,768,240,9492,1,3,1,6,1950
146.5,1644,5,1942,728,312,9480,1,3,2,7,1995
126,1560,5,1968,1560,792,8668,2,4,0,8,1968
175,1280,5,1966,793,432,10050,2,3,1,6,1966
158.5,1254,6,1961,1218,525,9600,1,3,1,6,1961
114.5,912,5,1958,912,275,10150,1,2,0,5,1958
144,1524,5,1958,874,315,11344,1,3,0,7,1958
129,2380,6,1965,1021,596,18450,2,3,1,7,1979
141,936,6,1957,936,315,8760,1,2,0,4,1999
131,1008,5,1956,1008,308,6860,1,3,0,6,1956
142.1,1053,5,1963,1053,692,8250,1,3,0,6,1963
139,1056,5,1958,1056,308,8176,1,3,0,6,1992
157.9,1442,6,1958,1442,301,9750,1,4,0,7,1958
139.4,1056,5,1954,1056,260,9250,1,3,0,6,2005
150,1244,6,1957,1244,336,11988,1,3,2,6,1957
120,1144,5,1960,1144,336,9100,1,3,1,6,1960
174.85,1721,6,1957,1331,464,9736,1,4,3,8,1969
116,922,5,1957,922,308,9770,1,2,0,5,1957
135,1048,5,1956,1048,286,10152,1,3,0,6,1956
163.5,1657,6,1970,1657,484,12155,2,3,1,7,1970
130,1411,5,1955,1204,310,12198,1,3,1,7,1975
129.5,1216,5,1955,1216,336,10050,1,3,0,5,1955
142,1154,5,1953,864,336,11556,1,3,0,6,2006
128.6,1560,5,1958,1560,484,8078,2,4,0,8,1958
125,948,6,1952,948,410,10950,1,2,0,5,1952
136,1040,6,1953,1040,293,7942,1,3,0,6,1953
134.5,1008,5,1953,1008,240,8923,1,2,0,6,2006
127,925,5,1956,925,252,8540,1,3,0,5,2003
130,1360,5,1955,384,572,7134,1,3,1,6,1955
115,1540,4,1955,1190,352,7150,1,4,0,7,1955
116.9,925,5,1955,923,390,8400,1,3,2,5,1955
132,928,5,1956,928,252,13300,1,2,0,4,2000
153,1647,4,1953,1105,280,9532,1,3,1,6,1953
112.5,924,5,1952,924,420,15783,1,2,0,6,1952
138,1544,4,1890,925,0,14190,2,3,0,7,2006
135,893,5,1949,845,576,9600,1,2,0,4,2003
156,1728,5,1953,1216,371,12099,1,3,1,7,2004
301.6,3086,5,1935,666,1200,21281,3,4,0,9,2007
109,1034,5,1940,735,240,10134,1,2,0,5,1950
103.2,882,4,1956,882,0,5500,1,1,0,4,1956
128.5,1281,4,1925,1151,580,10284,2,1,0,6,1993
64.5,968,4,1927,656,216,10800,2,4,0,5,2007
148,1534,5,1895,736,0,10800,1,3,0,6,1999
86,691,5,1920,691,216,5400,1,2,0,4,1950
172,1651,7,1963,725,276,10090,2,4,2,6,1999
120,888,5,1961,920,240,8700,1,3,0,5,1961
128.5,952,6,1968,952,288,8300,1,3,0,5,1968
135,2080,5,1969,1040,504,11606,1,5,2,9,1969
122.9,924,5,1949,672,576,8064,1,3,1,6,2006
119.2,1082,6,1948,1082,240,11664,1,2,1,5,1950
143,1846,6,1949,1040,315,10496,2,3,1,7,1950
119,988,5,1950,876,276,7200,1,3,0,6,1950
102,1238,5,1950,864,357,7200,1,3,1,6,1950
129,864,5,1950,864,720,7200,1,3,0,5,2002
135,1134,5,1960,1010,254,7000,1,2,0,6,2002
152,1040,5,1959,1040,286,7500,1,3,0,6,2003
140,1170,5,1958,1170,338,7315,1,3,1,6,1958
152,1242,5,1960,1242,324,7903,1,3,0,6,1960
156.5,1377,5,1960,1377,351,8000,1,3,2,6,1960
141,1800,5,1961,1800,0,8000,2,6,0,10,1961
99,925,5,1961,0,300,7000,1,3,0,7,1961
187,1851,6,1964,822,440,9760,2,3,1,7,1993
169.5,1812,5,1962,864,264,7590,2,4,1,8,1962
125.5,864,5,1962,864,294,6600,1,2,0,5,1962
130,936,5,1962,896,288,6760,1,3,1,6,1962
103,960,5,1926,850,576,6978,1,2,0,5,1980
132,1432,5,1910,264,360,9600,2,2,0,7,2002
127.5,1296,6,1927,845,576,6000,1,3,0,6,1950
89.5,1022,5,1922,1022,184,4480,1,2,1,4,1950
140,936,5,1980,936,672,7200,1,2,0,4,1980
99.9,967,5,1920,967,180,3153,1,2,1,5,1990
100,1047,4,1885,641,273,10800,1,2,0,6,1995
130,1072,5,1940,808,379,7200,1,2,2,5,1950
135,1174,5,1900,680,576,9000,1,2,1,6,2006
120,1183,3,1948,649,308,6000,1,2,0,6,2002
89.471,1131,4,1937,907,672,5925,1,2,0,7,2000
85,1141,4,1900,570,252,5925,1,3,0,6,1950
108.5,960,4,1920,960,308,6000,1,2,0,5,1950
137,1798,4,1900,1075,342,9639,2,4,0,7,1950
110.5,866,5,1945,686,0,3880,1,2,0,4,1997
100,968,5,1923,968,480,8520,1,2,0,5,2006
184.9,1772,8,1910,725,816,10337,2,3,0,7,1999
145,1642,6,1927,728,374,9863,1,4,1,9,1950
125,1472,5,1925,702,250,9600,1,3,0,6,1994
114,1232,5,1910,616,480,4571,1,3,0,6,1950
90,2337,5,1900,662,560,13600,2,5,0,10,1950
144.1,1650,6,1910,926,468,8398,2,3,0,6,1990
117.5,2210,6,1880,1008,205,9900,2,5,0,8,1950
124.5,1358,5,1930,687,336,3600,1,3,1,6,2005
185,2454,7,1879,819,576,13500,2,3,1,8,1987
133.9,2291,6,1910,1214,506,7200,2,4,1,9,1998
152,1616,6,1926,1149,216,5400,2,3,0,5,2004
153.5,1559,5,1948,1559,812,8100,1,2,0,5,1973
159.5,2554,7,1890,718,704,10800,1,3,0,8,1998
87,1248,5,1930,912,160,9439,1,2,0,6,1950
104.5,968,4,1956,0,331,8626,1,2,0,5,1956
110,1382,4,1949,0,384,11800,2,1,1,6,2002
136.5,1060,5,1925,756,308,6854,1,1,1,6,1994
128.25,1435,5,1950,910,308,8674,1,3,0,6,1950
144,1167,5,1920,915,495,8731,1,3,1,6,1950
210,1635,6,1923,1065,440,8737,1,3,1,6,1950
135,1274,5,1939,728,224,6125,2,3,0,6,1998
128,1232,6,1939,600,217,6000,1,3,2,6,1950
131,1218,6,1941,735,440,6000,1,3,1,6,1950
113,884,5,1939,884,240,6120,1,2,0,5,1950
126,1409,6,1938,861,528,6240,1,3,1,6,1950
132,1322,5,1939,672,280,6240,1,4,0,7,1952
131.75,1426,5,1930,966,230,6240,1,3,1,6,1992
132.5,1281,5,1926,756,379,6120,1,2,0,6,1950
137.5,1513,5,1920,939,180,6120,1,4,0,8,2004
132,854,7,1929,832,576,6120,1,2,0,5,2001
127.5,1367,6,1931,884,560,6240,1,3,1,6,1950
102,986,6,1926,960,180,6180,1,2,1,5,1950
200,2264,6,1918,1100,408,7755,2,4,0,8,1995
180.5,1824,6,1919,764,520,13515,1,3,1,8,1950
165,1376,6,1920,768,576,8850,1,3,0,7,1950
90,1316,5,1926,750,576,8550,1,4,0,7,1950
153.575,1396,6,1915,698,384,8730,1,3,0,7,2003
140,1344,7,1929,672,456,5700,1,3,1,6,1990
136,2526,6,1916,714,216,8520,2,5,1,10,1950
113,1173,5,1901,592,240,5680,2,3,0,7,1950
117,1214,5,1901,969,216,5680,1,2,0,6,1950
169.5,1818,7,1931,1040,240,7758,1,4,2,7,1950
139.4,1108,7,1930,637,280,7449,1,3,1,6,1950
202.5,2294,6,1963,741,658,13200,3,5,1,9,1963
127,1355,6,1914,684,0,6882,1,3,0,7,2006
141,1375,6,1937,780,544,9000,1,3,1,6,1950
212.3,1952,7,1950,976,299,9780,1,4,2,8,2005
161,2180,6,1915,1138,720,10320,1,3,1,7,1950
99.5,1315,4,1958,808,436,4330,2,3,0,5,1958
101,1111,5,1920,530,288,7200,1,3,0,6,1996
109.9,1196,4,1916,1196,440,4800,1,2,0,5,1990
128.5,1382,5,1941,720,660,12358,1,2,0,7,1950
122,1889,7,1910,925,308,10120,1,4,1,9,1950
87,840,5,1930,672,0,4388,1,3,1,5,1950
50,1484,4,1910,771,264,10320,2,3,0,6,1950
219,2267,7,1937,1005,498,12888,1,3,2,7,1980
200.5,3086,5,1946,1598,0,18030,3,3,1,12,1994
126,1134,5,1940,756,240,8160,1,3,0,7,1950
108.5,1282,5,1942,672,240,4484,1,2,0,4,1979
130,999,5,1963,925,308,11235,1,3,0,6,1963
158.45,1452,5,1964,1420,572,11235,1,2,1,6,1980
115.4,1005,4,1964,1005,440,14299,1,3,0,5,1964
118.5,1029,4,1961,1029,261,7943,1,3,0,5,1961
165,1020,5,1964,980,528,14149,2,3,1,5,2001
123,1040,5,1966,1040,264,11677,1,3,0,6,1966
129,913,6,1966,814,240,8400,1,3,0,6,1966
125,894,5,1966,894,384,7094,1,3,0,5,1966
108,948,5,1968,948,300,8978,1,3,0,6,1968
119.9,868,5,1971,768,576,8425,1,2,0,6,1990
115,897,5,1968,876,264,8665,1,3,0,5,1968
134.5,943,5,1967,943,528,8398,1,2,0,5,1967
127,955,5,1966,955,386,7742,1,3,0,6,1966
129,894,5,1968,894,450,8724,1,3,1,5,1968
143.5,1285,6,1977,660,528,8197,1,3,1,7,1977
129,912,5,1966,912,315,8169,1,3,0,6,1966
187,1375,5,1956,1240,323,14175,1,3,1,6,1998
158,2654,5,1920,671,638,16779,3,4,1,11,1996
112,1416,5,1918,816,576,25339,2,3,0,7,2007
165.25,1302,7,1940,680,224,6960,1,2,2,6,1998
150,1299,6,1954,967,494,11375,1,3,1,6,1995
137,1176,5,1958,1158,303,13770,1,3,2,6,1998
89.5,998,4,1945,0,460,9000,1,3,0,5,1950
302,1824,7,1971,1643,739,115149,2,2,2,5,2002
182,1522,6,1984,1190,552,11075,2,3,1,7,1984
211,2060,6,1988,1151,521,10029,2,4,1,8,1989
216,1325,5,1948,409,576,17541,2,3,1,6,2005
130,1630,5,1953,1073,649,22692,2,3,1,6,1953
109.9,1242,4,1946,484,336,17808,1,2,0,4,1950
255,2422,6,1954,1288,527,12671,3,4,2,6,1994
243,2158,6,1950,1202,576,12615,2,4,1,7,2001
154,1626,6,1954,988,332,10512,1,3,0,6,1954
118,864,5,1958,864,399,5400,1,3,0,6,1958
80,943,4,1958,0,308,11515,1,3,0,5,1994
150,1440,4,1977,1440,0,7711,2,4,0,8,1977
86,605,4,1920,528,0,9098,1,2,0,5,2002
130,1038,5,1984,1038,264,3869,2,2,0,5,1984
125,1342,5,1951,1342,256,9280,1,4,0,7,1951
136.5,1480,5,1951,1080,253,11100,1,4,1,7,1994
96,1362,4,1920,951,280,7550,2,4,0,7,1950
120,1340,5,1957,0,252,9060,1,3,1,7,2006
228.5,1822,6,1984,1105,515,23920,2,4,1,7,1984
179.9,1442,7,1990,910,719,10357,2,3,1,6,1991
225,2243,7,1990,700,746,13474,2,4,1,8,1991
301,2730,7,1986,1502,576,10380,2,4,1,8,1987
238,2127,7,1991,1104,833,13125,2,4,1,8,1991
228.5,1982,7,1989,807,575,11287,2,3,1,7,1989
220,1958,7,1994,779,499,9317,2,3,1,7,2001
383.97,2696,7,2007,1264,792,9965,2,4,1,10,2007
424.87,2828,8,2006,1466,1052,9965,3,4,1,11,2007
250,1651,8,2007,1643,870,9178,2,3,1,7,2007
360,2140,8,2006,2140,894,10481,2,3,0,8,2007
279.5,1494,7,2006,1494,840,10652,2,3,1,7,2007
200.141,1316,7,2007,1316,440,11175,2,3,1,6,2007
246.5,1651,8,2007,1643,870,10235,2,3,1,7,2007
276,2574,8,2007,1482,868,9588,2,3,1,10,2007
203,1274,7,2005,1274,508,8814,2,3,0,6,2007
155.835,1456,7,2006,728,440,11103,2,3,1,8,2006
194,1240,7,2006,1240,826,8556,2,2,0,5,2006
195.4,1208,7,2007,1208,628,6762,2,2,0,6,2007
217,1546,7,2005,1546,796,11750,2,3,0,7,2006
212.999,1500,8,2006,1489,674,8760,2,3,1,7,2006
175.9,1270,7,2005,1270,524,7242,2,2,0,6,2006
191,1795,7,2005,879,578,9316,2,3,0,7,2006
176.432,1314,6,2006,1314,440,9317,2,3,1,6,2006
277,2062,7,1988,1157,454,14364,2,3,1,7,1989
207,1873,7,1988,929,619,8883,2,3,1,7,1988
277,2144,6,1958,1444,389,159000,2,4,2,7,2006
240,1953,6,1992,1580,501,53107,2,3,2,9,1992
187.5,2087,6,1966,832,444,12205,2,5,0,9,2007
279,1743,8,1976,966,529,20064,0,0,2,5,1976
139.5,1022,5,1994,1022,747,14217,1,3,0,6,1994
126,990,5,1994,990,299,8775,1,3,0,5,1994
177.5,1200,6,1995,1200,521,11249,2,3,0,6,1995
175,1308,6,1997,635,497,10021,2,3,0,6,2006
211,1796,6,1998,794,546,9531,2,3,0,7,1998
146,990,5,1994,990,384,8428,1,3,0,5,1994
147.9,1097,5,1996,1097,242,16561,1,3,0,6,1996
123.6,990,4,1994,990,0,8070,1,3,0,5,1995
204.75,1786,6,1997,824,684,9337,2,3,0,7,1997
235.5,1873,7,1999,988,597,10820,2,3,1,7,1999
217,1753,7,1998,853,534,12352,2,3,1,7,1999
190.55,1690,7,2001,845,517,9543,2,3,0,7,2001
217.5,1842,7,2000,985,486,8826,2,3,1,7,2000
226,1479,7,2003,1453,558,10665,2,3,0,7,2003
180,1668,7,2003,840,500,11317,2,3,0,8,2003
131,894,5,1974,864,440,11800,1,3,0,5,1974
153.5,1025,5,1976,1015,370,8660,2,3,1,6,1976
160,1009,5,1977,995,576,9720,2,3,1,6,1977
134.9,1040,5,1977,1040,748,8982,1,3,0,5,1977
130,907,5,1977,876,308,16300,1,3,0,5,1977
120,879,5,1975,864,440,9675,1,3,0,5,1975
112.5,882,5,1972,882,461,7700,1,3,0,5,1972
122,969,5,1975,969,440,10356,1,3,0,5,1975
127,864,5,1972,864,576,7200,1,3,0,5,2000
117,875,4,1972,385,728,7200,1,3,0,5,2006
305.9,2000,8,2004,2000,888,10386,2,3,0,8,2005
228.5,2169,8,2002,1284,647,9375,2,3,1,7,2002
270,1673,7,2000,1673,583,11354,2,3,1,7,2000
192,1459,7,2002,1459,527,8749,2,3,1,6,2002
213,1932,7,2003,979,610,8749,2,3,1,7,2003
200,1729,7,2002,860,542,8158,2,3,0,7,2002
267,2452,8,1998,1028,683,16226,2,4,1,9,1999
228,1592,8,1994,1556,484,11927,2,3,1,7,1995
275,2439,8,2001,1531,560,12728,2,4,1,7,2001
211,1992,7,1996,860,608,15295,2,3,2,7,2002
285,1668,9,2002,1626,702,11248,2,3,1,7,2002
240,2090,8,1995,1220,556,10000,2,3,1,8,1996
131.5,848,6,2003,848,420,4435,1,1,0,3,2003
246.9,1341,8,1999,1341,482,17227,1,1,1,5,2000
219.5,1928,7,2003,847,434,8200,2,4,1,8,2004
185,1337,7,2003,1337,531,8450,2,3,0,6,2003
179.4,1476,7,2007,738,552,8145,2,3,0,7,2007
213.5,1797,7,2006,939,639,9245,2,3,0,8,2006
179.6,1422,7,2004,1422,626,8500,2,3,0,7,2004
173.5,1190,7,2005,1169,578,8769,2,2,0,5,2005
167.84,1330,6,2006,1330,437,8334,2,3,1,6,2007
168.675,1491,7,2006,738,484,8333,2,3,1,7,2006
167,1536,5,2005,768,400,9045,2,3,0,6,2005
140,1214,5,1965,1214,461,9170,1,2,0,6,1965
118.5,936,5,1967,936,384,9825,1,2,1,4,1967
110,1088,4,1963,1088,520,8308,1,2,0,4,1963
94.75,960,4,1965,960,432,10921,1,3,0,6,1965
122,1351,5,1925,901,576,16287,1,3,1,7,1950
110,1179,6,1960,1179,622,8240,1,2,0,5,1960
118.5,816,6,1990,816,0,11841,1,3,0,5,1990
133.5,1044,6,1976,960,528,6285,1,3,1,7,1976
148,1113,6,1976,1143,504,7917,1,3,1,6,1976
141,2233,5,1979,0,579,9555,2,5,0,11,1979
155,1125,5,2006,1125,430,8536,1,2,0,5,2007
157,1090,5,2005,1090,450,7024,1,2,0,5,2006
171.5,1408,5,2005,734,489,7023,2,3,0,6,2006
183.85,5095,10,2008,5095,1154,39290,2,2,2,15,2009
184.75,4676,10,2007,3138,884,40094,3,3,1,11,2008
140,1072,6,2005,547,525,3675,1,2,0,5,2005
131.75,960,5,1959,960,392,6400,1,2,0,4,2000
61.5,1152,4,1955,0,0,6882,2,2,0,6,1955
111,948,4,1954,864,248,10215,1,3,0,5,1954
98.5,1195,5,1946,1195,0,8741,2,4,0,8,1950
79,774,3,1931,544,0,4270,1,3,0,6,2006
108.5,865,6,1920,660,216,10042,1,2,1,4,1995
110,894,4,1954,894,400,9450,1,3,0,5,1954
112,1346,4,1910,560,384,11767,1,2,0,6,2000
125,768,4,1955,768,355,8172,1,2,1,4,1955
79.275,864,4,1955,864,528,8172,1,3,0,5,1955
119,948,4,1954,948,280,8190,1,3,1,5,1954
200,3395,6,1914,1440,0,10896,2,8,0,14,1995
150,2592,5,1923,1296,0,10890,2,6,0,12,1950
165,1502,6,1923,602,180,10592,1,3,2,7,1996
96.5,789,5,1926,768,200,10594,1,2,0,5,1950
136.5,1422,5,1926,1290,352,7223,1,3,0,6,1950
146.5,1298,6,1921,651,240,6821,2,2,1,8,2005
175,1768,5,1937,731,240,7200,1,3,2,7,1950
148.5,1098,7,1930,531,216,4000,1,2,1,5,1995
141.5,1436,6,1921,585,228,6720,1,3,1,7,1950
189.95,1426,7,1918,912,216,7642,1,3,1,7,1998
135,1461,6,1926,686,225,7155,1,3,1,6,1991
164,1646,7,1941,918,240,7128,2,4,2,7,1950
90.35,694,5,1913,440,352,4280,1,2,1,4,2002
139,1250,5,1910,661,552,5362,2,3,1,8,2003
119.75,954,5,1938,920,240,6305,1,2,1,5,1950
145,1958,6,1946,979,492,7136,2,4,0,8,1950
145,2002,5,1949,1001,871,6270,2,4,0,8,1950
238,1718,7,1927,851,264,7230,2,4,1,8,1992
153.5,1226,5,1951,0,400,13108,1,2,1,7,1951
239,2624,6,1918,1370,864,22420,2,4,1,10,1950
359.1,3194,8,1934,965,380,12168,2,4,2,10,1998
188,1755,4,1930,930,231,7810,2,4,1,7,2003
220,1991,6,1932,854,432,11275,1,3,1,7,1950
140,1355,5,1941,728,528,6221,2,3,0,5,1950
315,2727,8,1932,853,440,10570,2,3,2,10,1994
259.5,2320,6,1945,1028,180,7259,2,3,1,9,2002
257.5,1839,6,1957,1477,416,14442,2,3,2,7,2004
219.5,1740,7,1940,800,240,13125,1,3,2,6,1984
217,2259,6,1953,1809,450,21000,2,3,2,7,1953
201,1560,6,1960,1560,580,25485,1,3,3,6,1960
215,1488,6,1968,1488,552,21579,2,3,2,7,1968
123.9,1045,6,1980,516,462,1782,1,2,1,5,1980
170,1680,4,1995,1680,628,17871,2,4,0,7,1996
200,1020,8,1988,1004,509,3907,1,1,0,4,1988
198,1696,7,1971,1696,625,20693,2,3,2,7,1971
200.624,2515,6,1957,2035,484,32668,3,4,2,9,1975
315,2726,8,1986,279,691,18044,2,2,1,6,1986
115,1517,5,1919,793,0,8500,2,3,0,7,2005
141,1215,6,1940,720,720,7000,1,3,0,6,1950
87,803,5,1941,720,360,5000,1,2,0,5,1950
129.85,1601,5,1925,936,0,7288,2,3,0,6,2003
100,1123,4,1939,732,264,6060,1,3,0,4,1950
150.909,1828,5,1923,859,0,9060,2,3,0,6,1999
75.2,816,5,1922,816,100,3672,1,2,0,5,1950
118.4,1012,6,1920,1012,308,8263,1,2,1,6,1950
67,1077,5,1920,961,338,8967,1,2,0,6,1950
152,1558,5,1950,910,282,13710,1,4,0,6,1950
68.104,845,2,1939,0,256,11067,1,1,0,4,1950
119.6,1991,5,1895,957,0,8250,2,4,0,9,2006
140,1073,4,1957,1073,720,6565,1,3,0,6,1980
124.9,1001,5,1930,837,216,6060,1,2,0,5,2007
375,1625,8,2006,1573,495,5568,2,2,1,5,2007
235,1625,8,2006,1573,538,4750,2,2,1,5,2007
183.5,1299,6,1979,1001,486,12150,2,2,1,5,1979
156,912,6,1978,888,470,7540,1,2,1,5,1978
134,1080,6,1983,1084,484,9187,1,3,0,5,1983
215,1392,5,2002,1441,650,10000,2,3,1,6,2002
245,1409,7,2002,1409,576,12864,1,1,1,4,2002
210,1478,7,1991,1454,506,9928,2,3,1,6,1992
148,918,7,1975,852,360,8750,1,3,0,4,1975
143,1026,6,1974,970,528,8410,1,2,1,5,1974
244,1501,7,1987,1501,512,4054,2,2,2,5,1987
330,1502,7,1998,1502,286,9763,1,1,1,5,1998
170,1328,5,1959,1350,308,16905,1,2,2,5,1959
257,2279,6,1958,585,461,19958,2,4,1,7,1995
231.713,1689,7,2006,1689,433,8368,2,3,0,7,2007
267.3,1564,8,2006,1546,502,8298,2,2,1,6,2007
265.9,1484,8,2006,1476,472,9037,2,2,1,6,2006
239,1571,8,2007,1571,722,10991,2,3,1,7,2007
248.9,1646,8,2006,1638,870,10656,2,3,1,6,2007
174,1240,7,1985,1265,528,10331,2,3,0,6,1985
187.5,1717,7,1990,1156,400,13758,2,3,1,7,1991
204,1756,6,1996,872,422,9303,2,3,0,7,1997
180.5,1312,8,2001,1267,471,6718,2,2,0,5,2001
187.5,1146,7,2003,868,438,9590,2,3,1,6,2003
282,1922,8,2002,1922,692,11305,2,2,1,6,2002
178,1491,6,1996,1491,571,7777,2,3,1,7,1996
270,1629,8,2002,1616,808,14536,2,3,1,9,2003
279.9,2486,7,2003,1122,452,11800,3,5,1,10,2004
186.7,1572,5,1963,1572,995,35133,1,3,2,5,1963
283.463,1776,8,2006,1732,712,15306,2,3,1,7,2007
392,1824,10,2006,1824,932,12633,2,3,1,8,2007
281.213,2482,8,2005,1094,642,12665,2,4,1,9,2006
147,1120,5,2007,1120,0,8402,1,3,0,6,2007
130,2034,3,1953,0,1041,43500,1,2,0,9,1953
140,936,6,1996,920,460,6710,0,0,0,3,1997
132.25,1040,4,1963,1064,648,25286,1,3,0,5,1963
143,1632,5,1967,1632,576,25000,2,4,0,8,1967
168,1622,4,1961,1249,1356,32463,1,3,1,7,1975
129.9,1060,5,1976,1040,572,4224,1,3,1,6,1976
134,1142,5,1976,1142,528,4224,1,3,1,6,1976
85.5,1092,4,1972,546,253,1504,1,3,0,5,1972
106.5,992,4,1970,530,297,1533,1,2,0,4,1970
93.9,1092,4,1970,546,0,1495,1,3,0,5,1970
75,1092,4,1970,546,286,2001,1,3,0,6,1970
84.5,630,4,1970,630,0,1936,1,1,0,3,1970
75.19,1092,4,1976,546,286,1890,1,3,0,6,1976
146.8,1062,6,1976,1029,539,11333,1,3,2,5,1976
153.5,1008,5,1977,923,678,9129,1,1,1,4,1977
188,1356,6,1977,1244,528,15957,2,3,1,6,1977
196,1676,5,1977,1160,672,33983,1,3,2,6,1994
157,1432,5,1977,716,531,8286,1,3,1,6,1977
138,796,5,1971,796,0,6723,1,2,0,5,1971
129.5,768,5,1970,768,624,7244,1,2,0,5,1970
80,1608,4,1961,1396,444,27697,1,3,0,6,1961
129.5,845,4,1982,845,360,7599,1,2,0,4,2006
135,1178,5,1976,1090,502,11000,1,3,0,6,2003
124.5,816,5,1982,816,264,8314,1,2,0,5,1982
139,816,5,1983,816,264,11625,1,2,0,4,1983
93.5,974,5,1991,974,0,10712,1,3,0,5,1992
124.5,887,5,1984,864,288,10447,1,3,0,5,1984
149.9,1293,6,1954,1178,452,11027,2,2,0,5,1954
157.5,1024,6,1956,1008,313,10533,1,2,2,5,1956
169,1797,5,1957,1617,963,11765,1,3,1,7,1957
252,1390,6,1957,1705,550,39384,1,1,2,4,1957
192.1,1851,7,1969,1851,506,11727,2,3,1,8,1969
183.5,1525,6,1997,813,400,8238,2,3,1,6,1998
222,2236,7,1997,964,642,13006,2,4,1,8,1997
170,1671,6,1995,781,423,13041,2,3,1,7,1995
187.5,1498,6,1995,691,409,13031,2,3,1,6,1996
202,1776,6,1996,821,443,9783,2,3,1,7,1996
185,1511,6,1997,802,413,11207,2,3,1,8,1997
320,2462,7,2005,1392,576,19378,2,4,1,9,2006
240,1670,7,2006,1670,690,14859,2,3,1,7,2006
250,2064,8,2005,1074,527,13128,2,4,1,7,2005
239.9,1801,8,2005,893,800,10463,2,3,1,8,2005
309,2212,7,2005,1700,773,13751,2,3,1,9,2006
274.725,2021,7,2006,868,422,23257,2,3,1,9,2006
270,2687,8,1994,2062,618,13108,2,4,0,9,1994
183.5,1169,6,1993,1160,402,8076,2,3,1,6,1994
165.6,1501,6,1993,697,420,7685,2,3,1,6,1994
176.5,1632,7,1998,935,462,9084,2,3,1,8,1998
130,1204,8,1987,1191,461,3701,2,2,0,5,1987
239,1767,7,1987,1064,504,5306,2,2,1,5,1987
275,1742,8,1985,1742,564,6563,2,2,1,5,1985
457.347,2798,9,2005,1398,670,16023,3,3,1,11,2006
545.224,3390,10,2006,1528,758,18062,3,5,1,10,2006
356.383,2473,9,2006,1094,675,12292,2,4,1,11,2006
556.581,2868,9,2005,1992,716,16056,3,4,1,11,2006
361.919,2576,8,2006,1234,666,12438,2,4,1,10,2006
535,2698,10,2006,1850,736,16052,2,4,1,11,2006
401.179,2795,9,2005,1390,660,15922,3,4,1,10,2006
438.78,2945,10,2006,1410,641,13682,3,3,1,10,2006
169,2320,5,1948,0,672,14762,2,2,1,7,1950
145,1056,5,1955,1056,572,34650,1,3,0,5,1955
318,1714,9,2005,1714,517,8147,2,2,1,7,2005
319,1826,8,2005,1814,758,11302,2,3,1,7,2006
470,2000,9,2005,1910,722,18261,2,3,2,8,2005
202.5,1621,7,1984,1208,440,14145,2,3,0,8,1998
229,2183,7,1988,1204,786,13837,2,4,0,9,1988
235,2263,7,1977,795,539,16659,2,3,1,9,1994
190,1574,6,1976,796,566,18800,2,3,1,6,1976
169,1102,6,1980,988,582,10464,1,2,1,5,1980
241.5,1872,7,1988,1845,604,10400,2,3,1,6,1988
188.9,1857,7,1978,945,482,10530,2,4,1,8,1978
207.5,1686,6,1980,1686,612,10240,2,3,1,7,1980
250,2784,7,1978,1392,564,16692,3,5,2,12,1978
179.9,1552,6,1975,713,434,11475,2,3,1,6,1975
172,1083,7,1976,1047,596,9927,1,2,1,5,1976
294.323,2318,7,2005,960,541,9512,2,3,1,8,2006
184.5,1875,6,1975,675,485,10530,3,3,1,8,2000
153.5,1074,5,1975,1056,495,10140,1,3,0,6,1975
162.9,1664,7,1976,832,528,10140,2,4,1,8,1976
181,1309,6,1974,1040,484,10140,1,3,1,5,1999
155,1103,6,1974,1103,462,10000,2,3,0,6,1974
138.8,1096,5,1969,1096,299,15870,1,3,0,6,1969
116.05,864,4,1970,864,280,9353,1,3,0,5,1970
88,858,4,1971,858,0,8125,1,3,0,5,1971
97.5,874,4,1971,864,576,7200,1,3,0,5,1971
190,1419,6,2002,1487,543,8773,2,2,0,4,2002
105.5,1092,6,1973,525,440,2760,1,3,0,6,1973
125.5,1365,5,1973,765,440,2160,1,3,1,7,1973
83,987,6,1973,483,264,1953,1,2,0,5,1973
116,1030,6,1972,494,264,1890,1,3,0,6,1972
91.5,1218,6,1971,672,0,1680,1,3,0,7,1971
118,1218,6,1972,672,264,1680,1,3,0,7,1972
89,948,6,1972,483,264,1680,1,2,0,5,1972
108,1092,6,1972,525,264,1680,1,3,0,6,1972
94.5,987,6,1972,483,288,1680,1,2,1,5,1972
146.3,1069,6,1975,1069,440,4043,2,2,1,4,1975
145,1387,5,1967,943,300,7514,1,3,1,6,1975
123,900,5,1967,864,288,7838,1,3,1,6,1967
137.5,1055,7,1976,1055,319,2280,2,2,0,4,1976
144,1456,6,1976,855,460,2179,2,3,1,6,1976
315,1980,9,2004,1980,770,16737,2,3,1,8,2005
412.083,2589,9,2006,1738,831,16387,2,4,1,11,2006
342.643,2596,9,2006,1249,840,16259,3,4,0,9,2006
252,1618,8,2004,1618,880,16163,2,2,1,6,2004
465,2076,10,2006,2076,850,13891,2,2,1,7,2006
293,1740,7,2006,1721,874,12228,2,4,0,8,2006
415,1868,9,2005,1868,1085,14780,2,2,1,7,2005
326,1850,9,2004,1833,772,16033,2,3,1,8,2005
325.3,2376,8,2005,1158,853,14215,3,4,1,9,2006
